t,id,costs,returns,profit,hlb_severity,strategy_names, strategy_params, experiment_id
211,g21,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
211,g22,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
212,g00,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
212,g01,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
212,g02,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
212,g10,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
212,g11,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
212,g12,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
212,g20,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
212,g21,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
212,g22,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
213,g00,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
213,g01,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
213,g02,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
213,g10,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
213,g11,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
213,g12,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
213,g20,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
213,g21,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
213,g22,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
214,g00,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
214,g01,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
214,g02,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
214,g10,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
214,g11,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
214,g12,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
214,g20,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
214,g21,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
214,g22,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
215,g00,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
215,g01,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
215,g02,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
215,g10,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
215,g11,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
215,g12,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
215,g20,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
215,g21,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
215,g22,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
216,g00,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
216,g01,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
216,g02,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
216,g10,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
216,g11,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
216,g12,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
216,g20,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
216,g21,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
216,g22,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
217,g00,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
217,g01,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
217,g02,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
217,g10,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
217,g11,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
217,g12,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
217,g20,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
217,g21,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
217,g22,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
218,g00,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
218,g01,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
218,g02,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
218,g10,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
218,g11,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
218,g12,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
218,g20,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
218,g21,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
218,g22,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
219,g00,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
219,g01,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
219,g02,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
219,g10,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
219,g11,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
219,g12,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
219,g20,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
219,g21,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
219,g22,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
220,g00,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
220,g01,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
220,g02,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
220,g10,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
220,g11,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
220,g12,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
220,g20,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
220,g21,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
220,g22,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
221,g00,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
221,g01,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
221,g02,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
221,g10,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
221,g11,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
221,g12,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
221,g20,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
221,g21,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
221,g22,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
222,g00,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
222,g01,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
222,g02,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
222,g10,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
222,g11,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
222,g12,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
222,g20,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
222,g21,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
222,g22,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
223,g00,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
223,g01,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
223,g02,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
223,g10,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
223,g11,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
223,g12,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
223,g20,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
223,g21,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
223,g22,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
224,g00,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
224,g01,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
224,g02,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
224,g10,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
224,g11,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
224,g12,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
224,g20,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
224,g21,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
224,g22,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
225,g00,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
225,g01,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
225,g02,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
225,g10,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
225,g11,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
225,g12,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
225,g20,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
225,g21,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
225,g22,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
226,g00,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
226,g01,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
226,g02,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
226,g10,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
226,g11,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
226,g12,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
226,g20,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
226,g21,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
226,g22,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
227,g00,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
227,g01,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
227,g02,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
227,g10,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
227,g11,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
227,g12,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
227,g20,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
227,g21,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
227,g22,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
228,g00,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
228,g01,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
228,g02,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
228,g10,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
228,g11,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
228,g12,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
228,g20,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
228,g21,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
228,g22,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
229,g00,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
229,g01,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
229,g02,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
229,g10,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
229,g11,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
229,g12,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
229,g20,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
229,g21,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
229,g22,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
230,g00,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
230,g01,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
230,g02,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
230,g10,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
230,g11,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
230,g12,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
230,g20,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
230,g21,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
230,g22,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
231,g00,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
231,g01,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
231,g02,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
231,g10,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
231,g11,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
231,g12,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
231,g20,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
231,g21,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
231,g22,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
232,g00,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
232,g01,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
232,g02,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
232,g10,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
232,g11,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
232,g12,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
232,g20,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
232,g21,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
232,g22,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
233,g00,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
233,g01,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
233,g02,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
233,g10,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
233,g11,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
233,g12,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
233,g20,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
233,g21,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
233,g22,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
234,g00,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
234,g01,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
234,g02,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
234,g10,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
234,g11,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
234,g12,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
234,g20,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
234,g21,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
234,g22,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
235,g00,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
235,g01,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
235,g02,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
235,g10,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
235,g11,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
235,g12,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
235,g20,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
235,g21,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
235,g22,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
236,g00,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
236,g01,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
236,g02,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
236,g10,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
236,g11,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
236,g12,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
236,g20,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
236,g21,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
236,g22,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
237,g00,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
237,g01,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
237,g02,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
237,g10,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
237,g11,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
237,g12,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
237,g20,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
237,g21,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
237,g22,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
238,g00,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
238,g01,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
238,g02,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
238,g10,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
238,g11,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
238,g12,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
238,g20,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
238,g21,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
238,g22,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
239,g00,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
239,g01,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
239,g02,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
239,g10,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
239,g11,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
239,g12,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
239,g20,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
239,g21,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
239,g22,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
240,g00,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
240,g01,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
240,g02,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
240,g10,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
240,g11,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
240,g12,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
240,g20,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
240,g21,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
240,g22,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
241,g00,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
241,g01,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
241,g02,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
241,g10,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
241,g11,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
241,g12,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
241,g20,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
241,g21,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
241,g22,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
242,g00,0.000000,2062.621600,2062.621600,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
