t,id,costs,returns,profit,hlb_severity,strategy_names, strategy_params, experiment_id
9,g01,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
9,g02,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
9,g10,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
9,g11,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
9,g12,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
9,g20,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
9,g21,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
9,g22,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
10,g00,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
10,g01,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
10,g02,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
10,g10,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
10,g11,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
10,g12,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
10,g20,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
10,g21,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
10,g22,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
11,g00,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
11,g01,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
11,g02,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
11,g10,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
11,g11,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
11,g12,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
11,g20,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
11,g21,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
11,g22,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
12,g00,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
12,g01,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
12,g02,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
12,g10,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
12,g11,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
12,g12,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
12,g20,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
12,g21,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
12,g22,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
13,g00,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
13,g01,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
13,g02,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
13,g10,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
13,g11,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
13,g12,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
13,g20,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
13,g21,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
13,g22,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
14,g00,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
14,g01,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
14,g02,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
14,g10,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
14,g11,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
14,g12,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
14,g20,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
14,g21,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
14,g22,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
15,g00,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
15,g01,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
15,g02,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
15,g10,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
15,g11,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
15,g12,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
15,g20,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
15,g21,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
15,g22,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
16,g00,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
16,g01,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
16,g02,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
16,g10,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
16,g11,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
16,g12,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
16,g20,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
16,g21,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
16,g22,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
17,g00,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
17,g01,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
17,g02,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
17,g10,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
17,g11,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
17,g12,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
17,g20,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
17,g21,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
17,g22,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
18,g00,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
18,g01,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
18,g02,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
18,g10,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
18,g11,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
18,g12,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
18,g20,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
18,g21,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
18,g22,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
19,g00,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
19,g01,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
19,g02,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
19,g10,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
19,g11,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
19,g12,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
19,g20,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
19,g21,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
19,g22,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
20,g00,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
20,g01,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
20,g02,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
20,g10,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
20,g11,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
20,g12,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
20,g20,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
20,g21,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
20,g22,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
21,g00,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
21,g01,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
21,g02,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
21,g10,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
21,g11,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
21,g12,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
21,g20,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
21,g21,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
21,g22,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
22,g00,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
22,g01,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
22,g02,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
22,g10,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
22,g11,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
22,g12,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
22,g20,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
22,g21,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
22,g22,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
23,g00,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
23,g01,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
23,g02,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
23,g10,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
23,g11,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
23,g12,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
23,g20,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
23,g21,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
23,g22,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
24,g00,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
24,g01,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
24,g02,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
24,g10,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
24,g11,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
24,g12,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
24,g20,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
24,g21,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
24,g22,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
25,g00,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
25,g01,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
25,g02,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
25,g10,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
25,g11,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
25,g12,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
25,g20,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
25,g21,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
25,g22,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
26,g00,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
26,g01,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
26,g02,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
26,g10,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
26,g11,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
26,g12,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
26,g20,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
26,g21,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
26,g22,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
27,g00,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
27,g01,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
27,g02,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
27,g10,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
27,g11,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
27,g12,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
27,g20,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
27,g21,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
27,g22,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
28,g00,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
28,g01,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
28,g02,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
28,g10,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
28,g11,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
28,g12,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
28,g20,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
28,g21,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
28,g22,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
29,g00,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
29,g01,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
29,g02,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
29,g10,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
29,g11,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
29,g12,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
29,g20,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
29,g21,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
29,g22,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
30,g00,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
30,g01,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
30,g02,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
30,g10,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
30,g11,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
30,g12,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
30,g20,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
30,g21,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
30,g22,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
31,g00,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
31,g01,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
31,g02,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
31,g10,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
31,g11,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
31,g12,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
31,g20,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
31,g21,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
31,g22,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
32,g00,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
32,g01,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
32,g02,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
32,g10,0.000000,0.000000,0.000000,0.000000,RogueTrees,30;40;3;0;0.1,-1,0
